date,text
2020-04-21," Het aantal coronapatiënten op de intensive care daalt vandaag met 71. Er wordt gesproken over een <a href=""https://www.rtlnieuws.nl/editienl/artikel/5097526/een-tweede-coronagolf-nederland-de-vraag-niet-maar-wanneer-virus"" rel=""noreferrer noopener"" target=""_blank"">tweede coronagolf</a> die ons in het najaar zal bereiken. De politie heeft tot nu toe 5500 bekeuringen uitgeschreven op basis van de noodverordening. De OLVG-app waar contact met een medisch team mogelijk is, <a href=""https://nos.nl/artikel/2331180-corona-check-app-van-olvg-nu-door-iedereen-te-gebruiken.html"" rel=""noreferrer noopener"" target=""_blank"">is uitgerold</a> naar heel Nederland. Minister-president Rutte geeft ’s avonds opnieuw een persconferentie. Veel is er al enkele uren eerder uitgelekt. 7,8 miljoen mensen kijken ernaar. De basisscholen en de kinderopvang gaan na de meivakantie per 11 mei (deels) open. Het voortgezet onderwijs kan mogelijk per 1 juni open. Kinderen krijgen minder beperkingen op het gebied van buiten zijn en beweging. De rest van de lockdown wordt verlengd. Evenementen gaan niet door tot 1 september. Dus o.a. geen Zwarte Cross, betaald voetbal, PinkPop, Lowlands en Nijmeegse Vierdaagse. Alle andere maatregelen worden verder verlengd tot 20 mei: dus zoveel mogelijk thuis blijven en thuiswerken als het kan. "
2020-04-22,"  Het consumentenvertrouwen <a href=""https://nos.nl/artikel/2331296-vertrouwen-van-consumenten-gekelderd-scherpste-daling-ooit.html"" rel=""noreferrer noopener"" target=""_blank"">is sterk gedaald</a>. Van de 660 voorstellen voor een corona-app, is geen enkele aanbieder door de selectie gekomen. Er is de afgelopen week een forse toename van het aantal doden en <a href=""https://nos.nl/artikel/2331340-forse-toename-doden-en-besmettingen-door-corona-in-verpleeghuizen.html"" rel=""noreferrer noopener"" target=""_blank"">besmettingen in verpleeghuizen</a> geconstateerd. Directeur Van Dissel (RIVM) zegt dat vooral mensen die werken in het ziekenhuis, kwetsbaren en mensen in de zorg besmet zijn. Hij schat dat zonder maatregelen er nu 25.000 IC-opnames zouden zijn geweest. Op sociale media, via radio en kranten geven enkele opiniemakers hun mening, dat ze het niet eens zijn met de maatregelen. Tandartsen en mondhygiënisten hervatten de reguliere zorg. "
2020-04-23,"  Het aantal bezette IC-bedden door coronapatiënten in Duitsland bedraagt 42. In de avond start de Ramadan. Ernst Kuipers, baas van het Erasmus MC, zegt dat er een nieuwe en ook mogelijk grotere piek in besmettingen aankomt. Waarschijnlijk wordt het coronavirus uiteindelijk een <a href=""https://www.parool.nl/nederland/viroloog-ab-osterhaus-tot-er-een-vaccin-is-zeg-ik-testen-testen-testen~b131dd6d/"" rel=""noreferrer noopener"" target=""_blank"">regulier verkoudheidsvirus</a>, zegt viroloog Ab Osterhaus. Het reproductiegetal is ongeveer 0,85. Het RIVM telt achteraf gezien op deze dag 104 gestorven personen. Het is de laatste keer dit voorjaar dat er meer dan 100 doden op één dag vallen."
2020-04-24,"  De jaarlijkse lintjesregen vindt vandaag <a href=""https://nos.nl/artikel/2331573-lintjesregen-viel-vandaag-heel-anders-dan-normaal.html"" rel=""noreferrer noopener"" target=""_blank"">telefonisch plaats</a>. Er wordt gedacht aan een <a href=""https://nos.nl/artikel/2331532-ov-bedrijven-worstelen-met-anti-coronamaatregelen.html"" rel=""noreferrer noopener"" target=""_blank"">reserveringsapp</a> voor het OV.  Er is een besluit genomen <a href=""https://nos.nl/artikel/2331612-knvb-beslist-ajax-nummer-een-geen-promotie-degradatie.html"" rel=""noreferrer noopener"" target=""_blank"">over de Eredivisie</a>. Er verschijnt een vertrouwelijk rapport dat de economie te maken krijgt met <a href=""https://www.nrc.nl/nieuws/2020/05/08/als-preekjes-niet-meer-werken-in-de-crisis-a3999194"" rel=""noreferrer noopener"" target=""_blank"">inktzwarte cijfers</a>."
2020-04-25," De huisartsen melden dat er <a href=""https://nos.nl/artikel/2331675-huisartsen-melden-764-overleden-coronapatienten-buiten-ziekenhuis.html"" rel=""noreferrer noopener"" target=""_blank"">764 coronapatiënten</a> buiten het ziekenhuis zijn overleden. Dit aantal verklaart nog niet de totale oversterfte die het CBS meldde. De druk in revalidatieklinieken neemt toe. Uit de RIVM-cijfers blijkt dat de besmettingen in Noord-Brabant en Zuid-Holland het hoogst zijn. Beide provincies hebben 21% van de positief getesten. In Noord-Brabant is bovendien sprake van een toename van <a href=""https://www.omroepbrabant.nl/nieuws/3194351/forse-toename-van-aantal-nieuwe-coronapatienten-in-ziekenhuizen-dit-baart-ons-zorgen"" rel=""noreferrer noopener"" target=""_blank"">nieuwe patiënten</a>. Diverse prominente wetenschappers hebben <a href=""https://nos.nl/nieuwsuur/artikel/2331727-wetenschappers-bekritiseren-gebrek-aan-openheid-corona-adviezen.html"" rel=""noreferrer noopener"" target=""_blank"">openlijke kritiek</a> op de werkwijze van de adviezen van het Outbreak Management Team (OMT). "
2020-04-26," Het coronavirus wordt vastgesteld bij <a href=""https://nos.nl/artikel/2331784-coronavirus-vastgesteld-bij-nertsenfokkerijen-in-noord-brabant.html"" rel=""noreferrer noopener"" target=""_blank"">twee nertsenfokkerijen</a> in Noord-Brabant. Het is dit weekend als vanouds <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5103111/topdrukte-de-winkelstraten-middelvinger-naar-de-zorg"" rel=""noreferrer noopener"" target=""_blank"">druk in sommige winkelstraten</a>. Het aantal coronapatiënten op de intensive care is gedaald tot 934. Onder illegalen heerst ook het coronavirus, maar dit wordt <a href=""https://nos.nl/nieuwsuur/artikel/2331805-illegalen-verzwijgen-coronaklachten-uit-angst-voor-isolatie.html"" rel=""noreferrer noopener"" target=""_blank"">vaak verzwegen</a>. Onderzoek door het Erasmus MC bevestigt dat het coronavirus <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fdossier-coronavirus%252fonderzoek-erasmus-mc-bevestigt-corona-via-lucht-overdraagbaar%257ea3c0322c%252f"" rel=""noreferrer noopener"" target=""_blank"">via de lucht overdraagbaar is</a>. De afgelopen week zijn er 900 meer mensen overleden dan normaal. Het aantal verkeersdoden in Nederland is tussen 16 maart en 26 april <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fbinnenland%252fverkeersdoden-niet-gedaald-tijdens-corona-lockdown%257ea4850aba%252f"" rel=""noreferrer noopener"" target=""_blank"">vrijwel gelijk gebleven</a>."
2020-04-27,"  Het is Koningsdag. De buitenactiviteiten zijn geannuleerd. Er komt <a href=""https://nos.nl/artikel/2331870-kabinet-werkt-aan-spoedwet-nu-noodmaatregelen-langer-gaan-duren.html"" rel=""noreferrer noopener"" target=""_blank"">een spoedwet</a> nu blijkt dat de noodmaatregelen langer gaan duren. In Rotterdam schiet de politie op een auto na het <a href=""https://www.rijnmond.nl/nieuws/194835/Rotterdamse-agent-schiet-op-auto-na-overtreden-coronaregels"" rel=""noreferrer noopener"" target=""_blank"">overtreden van de coronaregels</a>. Het aantal patiënten op de IC’s is gedaald naar 905."
2020-04-28,"  Ikea gaat weer open. Het bedrijf had zichzelf zes weken terug bij de start van de lockdown gesloten. Het aantal coronapatiënten op de intensivecareafdelingen is in Duitsland bedraagt 29. Er is berekend dat de komende drie jaar 37.500 mensen op de IC <a href=""https://nos.nl/artikel/2332035-structureel-ruim-600-ic-bedden-extra-nodig-om-coronapatienten-op-te-vangen.html"" rel=""noreferrer noopener"" target=""_blank"">met coronavirus zullen belanden</a>. In Den Haag demonstreert een groep van tussen de 100 en 200 mensen tegen de corona-maatregelen. Het aantal besmettingen in de verpleegtehuizen neemt minder snel toe, dan eerder. In totaal zijn er nu 7899 patiënten met het virus in verpleeghuizen geregistreerd en 1403 patiënten zijn overleden. "
2020-04-29,"  De Bijenkorf opent haar vestigingen. Sportclubs mogen weer open voor kinderen. De start van de Vuelta in Utrecht is <a href=""https://www.nu.nl/wielrennen/6047860/ronde-van-spanje-start-dit-jaar-definitief-niet-in-nederland.html"">van de baan</a>. Het producentenvertrouwen is met -28,7 op laagste niveau ooit (sinds 1985). "
2020-04-30," De helft van de coronapatiënten op IC heeft stollingen. Er is een tekort <a href=""https://nos.nl/artikel/2332271-we-hebben-voldoende-machines-maar-te-weinig-testvloeistof.html"" rel=""noreferrer noopener"" target=""_blank"">aan testvloeistoffen</a>, toch kunnen 7000 mensen per dag worden getest. Poppodia en nachtclubs moeten tot 1 september dicht blijven. Negen zorgmedewerkers zijn de afgelopen periode <a href=""https://nos.nl/artikel/2332298-coronacijfers-van-30-april-bijna-14-000-besmette-zorgmedewerkers-van-wie-9-overleden.html"" rel=""noreferrer noopener"" target=""_blank"">overleden aan het coronavirus</a>. Het reproductiegetal is ongeveer 0,8."
2020-05-01,"  Fysiotherapeuten gaan hun <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5108096/fysiotherapeuten-mogen-weer-aan-de-slag-corona-rivm"" rel=""noreferrer noopener"" target=""_blank"">werkzaamheden uitbreiden</a>. Ziekenhuis Sint Jansdal in Harderwijk start met een sneltest. Een aantal horeca-ondernemers <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5109011/horecazaken-deuren-open-covid-19-corona"" rel=""noreferrer noopener"" target=""_blank"">wil openen per 1 juni</a>. Er blijkt meer mobiliteit in de maatschappij te zijn en steeds meer ondernemers pakken de draad weer op. De werkeloosheid is vorige maand gestegen van <a href=""https://www.rtlnieuws.nl/economie/artikel/5134726/arbeid-arbeidsmarkt-werk-werkloosheid-baan-economie-contract-flexwerk"" rel=""noreferrer noopener"" target=""_blank"">2,9 naar 3,4 procent</a>."
2020-05-02,"  Het Algemeen Dagblad analyseert dat het crisisteam de ouderenzorg <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fdossier-coronavirus%252fdat-k-tvirus-verzucht-rutte-verslag-van-de-strijd-tegen-de-coronacrisis%257eacc59aa9%252f"" rel=""noreferrer noopener"" target=""_blank"">in eerste instantie is vergeten</a>. Het aantal coronapatiënten op de IC’s in Duitsland bedraagt 28. Buschauffeurs hebben de laatste tijd steeds meer te maken met <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5110076/bussen-bekogeld-omdat-mensen-niet-mogen-instappen-corona-openbaar"" rel=""noreferrer noopener"" target=""_blank"">agressieve passagiers</a> die bussen bekogelen of spugen in de bus. "
2020-05-03,"  In Arnhem wordt een huisfeest met 40 personen beëindigd. Parkeerplaatsen bij het strand van Hoek van Holland worden vanwege <a href=""https://www.hartvannederland.nl/nieuws/2020/opnieuw-druk-bij-strand-hoek-van-holland-parkeerplaatsen-afgesloten/"" rel=""noreferrer noopener"" target=""_blank"">de drukte gesloten</a>. Er zijn zorgen over de toegenomen drukte. Het aantal nieuwe ziekenhuisopnames daalt naar 44. Minister-president Rutte is ook om en gaat ook <a href=""https://www.nrc.nl/nieuws/2020/05/08/als-preekjes-niet-meer-werken-in-de-crisis-a3999194"" rel=""noreferrer noopener"" target=""_blank"">voor versoepeling</a> van de maatregelen. Er stierven de afgelopen week 560 personen <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5115836/oversterfte-sterfte-overleden-doden-cbs-corona-covid19"" rel=""noreferrer noopener"" target=""_blank"">meer dan gemiddeld</a>."
2020-05-04," Dodenherdenking: de Nederlandse vlag mag <a href=""https://www.nu.nl/4-en-5-mei/6048896/nederlandse-vlag-hangt-deze-4-mei-sinds-zonsopgang-halfstok.html?redirect=1"" rel=""noreferrer noopener"" target=""_blank"">de hele dag halfstok hangen</a>. KLM start de vluchten binnen Europa <a href=""https://www.nu.nl/economie/6049051/klm-vliegt-naar-meer-europese-steden-mondkapjes-verplicht-op-alle-vluchten.html"" rel=""noreferrer noopener"" target=""_blank"">langzaam weer op</a>.  De pizza- en pastaketen Vapiano is failliet. Alle regio’s in Nederland hebben <a href=""https://www.nu.nl/coronavirus/6049023/in-vrijwel-alle-regios-valt-aantal-ic-patienten-binnen-normale-capaciteit.html"" rel=""noreferrer noopener"" target=""_blank"">voldoende IC-capaciteit</a>, De afgelopen 24 uur zijn geen patiënten meer verplaatst. De Dodenherdenking in de avond is speciaal. Op de Dam is <a href=""https://nos.nl/collectie/13839/video/2332790-twee-minuten-stilte-bij-dodenherdenking-op-lege-dam"" rel=""noreferrer noopener"" target=""_blank"">geen publiek aanwezig</a>. Het Outbreak Management Team (OMT) vergadert over <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5111816/kabinet-overweegt-terrassen-te-openen-op-1-juni"" rel=""noreferrer noopener"" target=""_blank"">versoepeling van de maatregelen</a>. "
2020-05-05,"  Ook Bevrijdingsdag vieren we thuis. Het ANP meldt dat wordt overwogen om de maatregelen <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5111816/kabinet-overweegt-terrassen-te-openen-op-1-juni"" rel=""noreferrer noopener"" target=""_blank"">te versoepelen per 1 juni</a>. Kappers mogen het <a href=""https://nos.nl/artikel/2332872-kappers-als-eerste-aan-de-beurt-in-corona-spoorboekje-voor-komende-maanden.html"" rel=""noreferrer noopener"" target=""_blank"">eerste open</a>. Bij een demonstratie tegen de coronamaatregelen in Den Haag zijn <a href=""https://nos.nl/artikel/2332855-tachtig-arrestaties-in-den-haag-na-beeindigen-anti-lockdowndemonstratie.html"" rel=""noreferrer noopener"" target=""_blank"">tientallen personen opgepakt</a>. Sanquin gaat 1 miljoen bloedtests inzetten voor onderzoek naar immuniteit tegen het coronavirus. "
2020-05-06,"  De maatregelen worden versoepeld. Twee uur voor bekendmaking is e.e.a. al in de media <a href=""https://www.rtlnieuws.nl/nieuws/politiek/artikel/5113521/kabinet-versoepelt-coronamaatregelen-nederland-gaat-maand-verder"" rel=""noreferrer noopener"" target=""_blank"">terug te vinden</a>. De nieuwe boodschap wordt: ‘blijf thuis als je klachten hebt’. Later deze maand wordt dit ‘vermijd drukte’. Groepen van 10 mensen op straat worden toegestaan en er komt een ruimere bezoekregeling voor verpleeghuizen. Het openbaar vervoer krijgt vanaf 1 juni een  normale dienstregeling, maar gebruik van een <a href=""https://nos.nl/artikel/2332969-mondkapjes-verplicht-in-ov-en-meer-wat-gaat-er-de-komende-weken-veranderen.html"" rel=""noreferrer noopener"" target=""_blank"">mondkapje is verplicht</a>. Bijna alle contactberoepen kunnen open per 11 mei. De horeca kan per 1 juni voorzichtig open. Vanaf 1 juli mogen vakantieparken en campings weer open. Na de zomer zouden sauna’s, seksclubs en sportclubs weer geopend kunnen worden. Het spoorboekje voor de komende tijd <a href=""https://nos.nl/collectie/13824/artikel/2333007-zo-ziet-de-versoepeling-van-de-coronamaatregelen-er-in-de-komende-maanden-uit"" rel=""noreferrer noopener"" target=""_blank"">is gepresenteerd</a>. De GGD’s horen <a href=""https://www.groene.nl/artikel/uitgeklede-ggd-en-tastten-weken-in-het-duister-over-corona-strategie"" rel=""noreferrer noopener"" target=""_blank"">via de persconferentie</a> dat er iets van hun wordt verwacht. Het RIVM telt achteraf gezien op deze dag 53 gestorven personen. Het is de laatste keer dit voorjaar dat er meer dan 50 doden op één dag vallen."
2020-05-07,"  Er komen geen grote evenementen <a href=""https://nos.nl/artikel/2333076-geen-grote-evenementen-zolang-er-geen-vaccin-is.html"" rel=""noreferrer noopener"" target=""_blank"">zolang er geen vaccin is</a>. Betaald voetbal zonder publiek start op per 1 september. Er is onvrede bij name sportscholen en evenementenorganisaties over de duur van de maatregelen. Een volle trein bij Weesp wordt stilgezet. Iedereen moet er uit en gaat daarna verder in een volgende <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5114836/reizigers-trein-stilgezet-omroep-uitstappen"" rel=""noreferrer noopener"" target=""_blank"">opnieuw volle trein</a>. Kappers worden overspoeld met reserveringen. Zorgverzekeraar CZ komt met het idee om <a href=""https://www.trouw.nl/zorg/zorgverzekeraar-concentreer-de-zorg-rond-covid-in-paar-ziekenhuizen~bcfa3299/"" rel=""noreferrer noopener"" target=""_blank"">speciale COVID-ziekenhuizen</a> te maken. Het reproductiegetal is ongeveer 0,9."
2020-05-08,"  Bijna de helft van de ondernemers in het niet-financiële bedrijfsleven verwacht dat het voortbestaan <a href=""https://www.cbs.nl/nl-nl/nieuws/2020/19/helft-bedrijven-vreest-voor-voortbestaan-door-coronacrisis"" rel=""noreferrer noopener"" target=""_blank"">in gevaar komt</a> als de situatie langer dan een halfjaar duurt. Eind mei moet de corona-app <a href=""https://www.rtlnieuws.nl/tech/artikel/5115771/overheid-maakt-nieuwe-corona-app-eind-mei-de-eerste-test"">in de testfase komen</a>. In EenVandaag een item over luchtventilatie in gebouwen en de besmetting daardoor. Het aantal <a href=""https://myprivacy.dpgmedia.net/?siteKey=E3yigTloQoEgt0sZ&amp;callbackUrl=https%3a%2f%2fwww.bd.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fdossier-coronavirus%252fook-coronavirus-aangetroffen-op-nertsenbedrijven-in-de-mortel-en-deurne%257eaaefcf0a%252f"" rel=""noreferrer noopener"" target=""_blank"">besmette nertsenfokkerijen</a> is opgelopen naar 4."
2020-05-09,"  Verpleeghuizen wilden al vroeg testen maar <a href=""https://www.trouw.nl/binnenland/verpleeghuizen-wilden-al-vroeg-testen-maar-werden-geweigerd~b002b288/"" rel=""noreferrer noopener"" target=""_blank"">werden geweigerd</a>. Viroloog Marion Koopmans verwacht een <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fdossier-coronavirus%252fviroloog-marion-koopmans-als-het-misgaat-hebben-we-echt-een-megaprobleem%257ea17eb298%252f"" rel=""noreferrer noopener"" target=""_blank"">tweede coronagolf</a> in het najaar. RTL komt <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5116111/coronacrisis-reconstructie-kabinet-rivm"" rel=""noreferrer noopener"" target=""_blank"">met een analyse</a> waaruit blijkt dat Nederland kostbare tijd heeft verloren bij de aanpak van het virus. Vooral winkelgebieden, bouwmarkten en recreatiegebieden trokken deze dag <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5117141/drukte-nederland-coronavirus-hubert-bruls"" rel=""noreferrer noopener"" target=""_blank"">veel mensen</a>. De treinen naar Zandvoort <a href=""https://www.at5.nl/artikelen/201877/ns-kom-niet-met-de-trein-naar-zandvoort-het-is-te-druk"" rel=""noreferrer noopener"" target=""_blank"">zijn te vol</a>."
2020-05-10,"  Moederdag. De boodschap ‘blijf thuis’ werkt steeds minder. Op straat en de weg wordt het steeds drukker. In Nederland zijn de afgelopen tijd <a href=""https://nos.nl/collectie/13824/artikel/2333430-8800-coronaboetes-in-nederland-honderd-keer-zoveel-in-frankrijk-en-spanje"" rel=""noreferrer noopener"" target=""_blank"">8800 coronaboetes</a> uitgedeeld. Veel Kesselnaren bezitten <a href=""https://www.1limburg.nl/veel-kesselnaren-bezitten-antistoffen-tegen-coronavirus?context=topstory"" rel=""noreferrer noopener"" target=""_blank"">antistoffen tegen coronavirus</a>. Dit weekend houdt de marechaussee op Schiphol voor het eerst in anderhalve maand <a href=""https://nos.nl/artikel/2333699-rust-bij-marechaussee-op-schiphol-een-bolletjesslikker-in-anderhalve-maand.html"" rel=""noreferrer noopener"" target=""_blank"">een bolletjesslikker aan</a>.  De oversterfte was de afgelopen week <a href=""https://myprivacy.dpgmedia.net/?siteKey=mcv8h7juKXm7kdOx&amp;callbackUrl=https%3a%2f%2fwww.ed.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fdossier-coronavirus%252fruim-2300-brabanders-meer-overleden-dan-normaal-deze-tijd-van-het-jaar%257eacd8bd8d%252f"" rel=""noreferrer noopener"" target=""_blank"">100 personen</a>. "
2020-05-11,"  Diverse maatregelen worden vanaf deze dag versoepeld. Scholen gaan weer open. Kappers, therapeuten en rijscholen <a href=""https://nos.nl/artikel/2333452-coronamaatregelen-versoepeld-wat-kan-er-vanaf-vandaag-allemaal-weer.html"" rel=""noreferrer noopener"" target=""_blank"">starten weer op</a>. In Dordrecht is een complete afdeling van <a href=""https://www.telegraaf.nl/nieuws/1375839895/hele-afdeling-verpleeghuis-dordrecht-covid-positief-op-een-bewoner-na"" rel=""noreferrer noopener"" target=""_blank"">een verpleegtehuis besmet</a>. Bij KLM is vanaf vandaag <a href=""https://www.nhnieuws.nl/nieuws/266687/mondkapjes-verplicht-op-alle-klm-vluchten"" rel=""noreferrer noopener"" target=""_blank"">een mondkapje verplicht</a>."
2020-05-12,"  Advocaten vrezen voor <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5119266/rechten-verdachten-advocaten-strafrecht-zorgelijk"" rel=""noreferrer noopener"" target=""_blank"">rechten van verdachten</a>. In treinen is er voorlopig <a href=""https://www.rtvutrecht.nl/nieuws/2047363/ns-verbiedt-vanaf-vandaag-fiets-in-de-trein.html"" rel=""noreferrer noopener"" target=""_blank"">geen ruimte voor fietsen</a>. Het openbaar vervoer verliest de komende tijd <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fauto%252fliever-virusvrij-in-de-auto-dan-reizen-met-de-trein%257ea98c7e92%252f"" rel=""noreferrer noopener"" target=""_blank"">minimaal 20% van haar klanten</a>. Er liggen 12 personen op de IC in Duitsland. Het corona-nieuws begint na bijna twee maanden minder dominant te worden. Viroloog Ab Osterhaus verwacht dat begin juni de besmettingen <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fvideo%252fkanalen%252fradio-en-tv%257ec526%252fseries%252ftv-fragmenten%257es1312%252fab-osterhaus-op-deze-manier-komt-die-tweede-golf-er%257ep146301"" rel=""noreferrer noopener"" target=""_blank"">gaan toenemen</a>. "
2020-05-13,"  De BTW op mondkapjes <a href=""https://nos.nl/artikel/2333739-binnenkort-geen-btw-op-mondkapjes-meer.html"" rel=""noreferrer noopener"" target=""_blank"">komt te vervallen</a>. In de avond is er een persconferentie van minister-president Rutte. Dit keer wordt de programmering op televisie niet onderbroken. Er is geen duidelijkheid over de zomervakanties. Minister de Jonge is kritisch op de sneltest van Corendon: “Een all-inclusive vakantie zou best weleens ‘inclusive’ het virus kunnen zijn.” Minister Kajsa Ollongren zegt dat er misleidende informatie over het coronavirus door Rusland in <a href=""https://www.parool.nl/nederland/kabinet-rusland-stookt-via-sociale-media-over-corona-aanpak~bf7889d9/"" rel=""noreferrer noopener"" target=""_blank"">Nederland wordt verspreidt</a>."
2020-05-14,"  Militairen zijn zich rotgeschrokken hoe sommige verpleeghuizen <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fbinnenland%252fmilitairen-schrokken-zich-rot-hoe-sommige-verpleeghuizen-omgingen-met-corona%257eae77c9f6%252f"" rel=""noreferrer noopener"" target=""_blank"">omgingen met corona</a>. Studenten <a href=""https://nos.nl/artikel/2333883-kabinet-en-onderwijsinstellingen-spreken-af-geen-studenten-in-de-spits.html"" rel=""noreferrer noopener"" target=""_blank"">moeten buiten de spits</a> met het OV reizen. Het CBS meldt dat er <a href=""https://www.rtlnieuws.nl/economie/business/artikel/5122936/cpb-historische-daling-door-coronacrisis-van-gewerkte-uren?redirect_from=rtlz"" rel=""noreferrer noopener"" target=""_blank"">geen snel herstel</a> zal zijn. Het meest getroffen zijn de sectoren horeca, detailhandel, vervoer en cultuur. Universiteit Utrecht (UU) en Erasmus MC in Rotterdam hebben goede hoop dat ze <a href=""https://www.parool.nl/nederland/nederlands-coronamedicijn-mogelijk-over-een-halfjaar-beschikbaar-voor-patienten~b85188b0/"" rel=""noreferrer noopener"" target=""_blank"">een medicijn</a> tegen Covid-19 hebben gevonden. Het reproductiegetal is ongeveer 0,9."
2020-05-15,"  Het Elisabeth-TweeSteden Ziekenhuis (ETZ) in Tilburg zegt dat instroom van coronapatiënten in Noord-Brabant nog steeds hoog is. Het ondernemersvertrouwen <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252feconomie%252fondernemersvertrouwen-daalt-nog-dieper-dan-tijdens-kredietcrisis%257ea9444d09%252f"" rel=""noreferrer noopener"" target=""_blank"">daalt verder</a>. Frankrijk zegt dit jaar geen <a href=""https://myprivacy.dpgmedia.net/?siteKey=V9f6VUvlHxq9wKIN&amp;callbackUrl=https%3a%2f%2fwww.ad.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fbuitenland%252ffrankrijk-rekent-deze-zomer-niet-meer-op-buitenlandse-vakantiegangers-spanje-weert-toeristen-tot-15-juni%257ea28be1a5%252f"" rel=""noreferrer noopener"" target=""_blank"">buitenlandse toeristen te willen zien</a>. Bij drie katten en een hond in Nederland is het coronavirus <a href=""https://nos.nl/artikel/2334019-coronavirus-vastgesteld-bij-drie-katten-en-een-hond.html"" rel=""noreferrer noopener"" target=""_blank"">vastgesteld</a>. Er liggen 3 personen op de IC in Duitsland. Minister De Jonge bedankt Duitsland <a href=""https://goudsdagblad.nl/algemeen/minister-de-jonge-bedankt-duitsland-voor-ic-bedden"" rel=""noreferrer noopener"" target=""_blank"">voor de hulp</a>. De stad Utrecht voert <a href=""https://www.rtvutrecht.nl/nieuws/2047719/"" rel=""noreferrer noopener"" target=""_blank"">eenrichtingsverkeer</a> voor voetgangers in. Nederland verlengt inreisverbod voor mensen van buiten Europa tot 15 juni."
2020-05-16," Noord-Brabant start onderzoek <a href=""https://myprivacy.dpgmedia.net/?siteKey=Hb9yP6mKBkV5cXI1&amp;callbackUrl=https%3a%2f%2fwww.bndestem.nl%2fprivacy-gate%2faccept%3fredirectUri%3d%252fbrabant%252fbrabant-steunt-onderzoek-naar-luchtvervuiling-signalen-te-alarmerend-om-af-te-wachten%257ea64bfcc6%252f"" rel=""noreferrer noopener"" target=""_blank"">naar luchtvervuiling</a>. Vakantie in Italië is <a href=""https://www.nu.nl/coronavirus/6051693/italianen-mogen-per-3-juni-weer-intern-reizen-ook-schengentoerist-welkom.html"" rel=""noreferrer noopener"" target=""_blank"">deze zomer mogelijk</a>. De privacywet AVG heeft tot <a href=""https://www.rd.nl/vandaag/binnenland/na-coronastorm-voelt-burgemeester-zich-nog-steeds-verdoofd-1.1663013"" rel=""noreferrer noopener"" target=""_blank"">extra doden</a> geleid in de coronacrisis. In Purmerend is een  winkelcentrum  ontruimd vanwege grote drukte. In Rijswijk en Zoetermeer werden de parkeerplaatsen afgesloten om de toestroom te verminderen. De overheid kocht <a href=""https://www.rtlnieuws.nl/nieuws/nederland/artikel/5124546/mondkapjes-afgekeurd-ministerie-lch-zorg-bescherming-hulpmiddelen"" rel=""noreferrer noopener"" target=""_blank"">bijna tien miljoen</a> ongeschikte mondkapjes."
